freq,siec,indic_nrgm,unit,geo,year,value
A,E7000,CMPY_ECAP5,PC,AT,2013,62.000
A,E7000,CMPY_ECAP5,PC,AT,2014,60.800
A,E7000,CMPY_ECAP5,PC,AT,2015,59.700
A,E7000,CMPY_ECAP5,PC,AT,2016,58.400
A,E7000,CMPY_ECAP5,PC,AT,2017,58.100
A,E7000,CMPY_ECAP5,PC,AT,2018,57.700
A,E7000,CMPY_ECAP5,PC,AT,2019,53.600
A,E7000,CMPY_ECAP5,PC,AT,2020,53.900
A,E7000,CMPY_ECAP5,PC,AT,2021,51.500
A,E7000,CMPY_ECAP5,PC,AT,2022,49.600
A,E7000,CMPY_ECAP5,PC,AT,2023,45.600
A,E7000,CMPY_ECAP5,PC,AT,2024,
A,E7000,CMPY_ECAP5,PC,BA,2013,96.640
A,E7000,CMPY_ECAP5,PC,BA,2014,96.380
A,E7000,CMPY_ECAP5,PC,BA,2015,95.760
A,E7000,CMPY_ECAP5,PC,BA,2016,95.750
A,E7000,CMPY_ECAP5,PC,BA,2017,95.040
A,E7000,CMPY_ECAP5,PC,BA,2018,94.520
A,E7000,CMPY_ECAP5,PC,BA,2019,93.560
A,E7000,CMPY_ECAP5,PC,BA,2020,93.080
A,E7000,CMPY_ECAP5,PC,BA,2021,92.560
A,E7000,CMPY_ECAP5,PC,BA,2022,91.620
A,E7000,CMPY_ECAP5,PC,BA,2023,89.421
A,E7000,CMPY_ECAP5,PC,BA,2024,
A,E7000,CMPY_ECAP5,PC,BE,2013,66.000
A,E7000,CMPY_ECAP5,PC,BE,2014,60.030
A,E7000,CMPY_ECAP5,PC,BE,2015,60.670
A,E7000,CMPY_ECAP5,PC,BE,2016,50.480
A,E7000,CMPY_ECAP5,PC,BE,2017,50.500
A,E7000,CMPY_ECAP5,PC,BE,2018,51.000
A,E7000,CMPY_ECAP5,PC,BE,2019,50.160
A,E7000,CMPY_ECAP5,PC,BE,2020,48.290
A,E7000,CMPY_ECAP5,PC,BE,2021,47.341
A,E7000,CMPY_ECAP5,PC,BE,2022,48.130
A,E7000,CMPY_ECAP5,PC,BE,2023,43.370
A,E7000,CMPY_ECAP5,PC,BE,2024,
A,E7000,CMPY_ECAP5,PC,BG,2013,59.270
A,E7000,CMPY_ECAP5,PC,BG,2014,61.080
A,E7000,CMPY_ECAP5,PC,BG,2015,64.410
A,E7000,CMPY_ECAP5,PC,BG,2016,64.150
A,E7000,CMPY_ECAP5,PC,BG,2017,64.160
A,E7000,CMPY_ECAP5,PC,BG,2018,61.440
A,E7000,CMPY_ECAP5,PC,BG,2019,65.560
A,E7000,CMPY_ECAP5,PC,BG,2020,61.130
A,E7000,CMPY_ECAP5,PC,BG,2021,59.850
A,E7000,CMPY_ECAP5,PC,BG,2022,52.440
A,E7000,CMPY_ECAP5,PC,BG,2023,47.960
A,E7000,CMPY_ECAP5,PC,BG,2024,
A,E7000,CMPY_ECAP5,PC,CY,2013,89.060
A,E7000,CMPY_ECAP5,PC,CY,2014,88.260
A,E7000,CMPY_ECAP5,PC,CY,2015,87.500
A,E7000,CMPY_ECAP5,PC,CY,2016,87.300
A,E7000,CMPY_ECAP5,PC,CY,2017,86.270
A,E7000,CMPY_ECAP5,PC,CY,2018,86.100
A,E7000,CMPY_ECAP5,PC,CY,2019,85.590
A,E7000,CMPY_ECAP5,PC,CY,2020,83.240
A,E7000,CMPY_ECAP5,PC,CY,2021,80.910
A,E7000,CMPY_ECAP5,PC,CY,2022,78.500
A,E7000,CMPY_ECAP5,PC,CY,2023,76.230
A,E7000,CMPY_ECAP5,PC,CY,2024,
A,E7000,CMPY_ECAP5,PC,CZ,2013,61.800
A,E7000,CMPY_ECAP5,PC,CZ,2014,61.900
A,E7000,CMPY_ECAP5,PC,CZ,2015,61.900
A,E7000,CMPY_ECAP5,PC,CZ,2016,61.700
A,E7000,CMPY_ECAP5,PC,CZ,2017,60.282
A,E7000,CMPY_ECAP5,PC,CZ,2018,60.686
A,E7000,CMPY_ECAP5,PC,CZ,2019,60.549
A,E7000,CMPY_ECAP5,PC,CZ,2020,54.340
A,E7000,CMPY_ECAP5,PC,CZ,2021,53.310
A,E7000,CMPY_ECAP5,PC,CZ,2022,57.610
A,E7000,CMPY_ECAP5,PC,CZ,2023,59.400
A,E7000,CMPY_ECAP5,PC,CZ,2024,
A,E7000,CMPY_ECAP5,PC,DE,2013,67.000
A,E7000,CMPY_ECAP5,PC,DE,2014,70.000
A,E7000,CMPY_ECAP5,PC,DE,2015,68.000
A,E7000,CMPY_ECAP5,PC,DE,2016,65.300
A,E7000,CMPY_ECAP5,PC,DE,2017,64.900
A,E7000,CMPY_ECAP5,PC,DE,2018,60.800
A,E7000,CMPY_ECAP5,PC,DE,2019,57.500
A,E7000,CMPY_ECAP5,PC,DE,2020,56.800
A,E7000,CMPY_ECAP5,PC,DE,2021,53.100
A,E7000,CMPY_ECAP5,PC,DE,2022,52.000
A,E7000,CMPY_ECAP5,PC,DE,2023,52.500
A,E7000,CMPY_ECAP5,PC,DE,2024,
A,E7000,CMPY_ECAP5,PC,DK,2013,57.000
A,E7000,CMPY_ECAP5,PC,DK,2014,43.700
A,E7000,CMPY_ECAP5,PC,DK,2015,37.220
A,E7000,CMPY_ECAP5,PC,DK,2016,36.600
A,E7000,CMPY_ECAP5,PC,DK,2017,36.210
A,E7000,CMPY_ECAP5,PC,DK,2018,38.084
A,E7000,CMPY_ECAP5,PC,DK,2019,37.698
A,E7000,CMPY_ECAP5,PC,DK,2020,40.970
A,E7000,CMPY_ECAP5,PC,DK,2021,38.439
A,E7000,CMPY_ECAP5,PC,DK,2022,35.412
A,E7000,CMPY_ECAP5,PC,DK,2023,35.667
A,E7000,CMPY_ECAP5,PC,DK,2024,
A,E7000,CMPY_ECAP5,PC,EE,2013,77.000
A,E7000,CMPY_ECAP5,PC,EE,2014,75.830
A,E7000,CMPY_ECAP5,PC,EE,2015,71.690
A,E7000,CMPY_ECAP5,PC,EE,2016,70.000
A,E7000,CMPY_ECAP5,PC,EE,2017,72.000
A,E7000,CMPY_ECAP5,PC,EE,2018,74.000
A,E7000,CMPY_ECAP5,PC,EE,2019,76.360
A,E7000,CMPY_ECAP5,PC,EE,2020,75.000
A,E7000,CMPY_ECAP5,PC,EE,2021,86.000
A,E7000,CMPY_ECAP5,PC,EE,2022,83.000
A,E7000,CMPY_ECAP5,PC,EE,2023,85.530
A,E7000,CMPY_ECAP5,PC,EE,2024,
A,E7000,CMPY_ECAP5,PC,EL,2013,67.400
A,E7000,CMPY_ECAP5,PC,EL,2014,67.030
A,E7000,CMPY_ECAP5,PC,EL,2015,67.030
A,E7000,CMPY_ECAP5,PC,EL,2016,73.230
A,E7000,CMPY_ECAP5,PC,EL,2017,62.160
A,E7000,CMPY_ECAP5,PC,EL,2018,57.980
A,E7000,CMPY_ECAP5,PC,EL,2019,57.810
A,E7000,CMPY_ECAP5,PC,EL,2020,56.200
A,E7000,CMPY_ECAP5,PC,EL,2021,48.790
A,E7000,CMPY_ECAP5,PC,EL,2022,48.040
A,E7000,CMPY_ECAP5,PC,EL,2023,44.560
A,E7000,CMPY_ECAP5,PC,EL,2024,
A,E7000,CMPY_ECAP5,PC,ES,2013,61.200
A,E7000,CMPY_ECAP5,PC,ES,2014,60.910
A,E7000,CMPY_ECAP5,PC,ES,2015,62.340
A,E7000,CMPY_ECAP5,PC,ES,2016,61.290
A,E7000,CMPY_ECAP5,PC,ES,2017,59.660
A,E7000,CMPY_ECAP5,PC,ES,2018,55.580
A,E7000,CMPY_ECAP5,PC,ES,2019,55.160
A,E7000,CMPY_ECAP5,PC,ES,2020,45.790
A,E7000,CMPY_ECAP5,PC,ES,2021,39.180
A,E7000,CMPY_ECAP5,PC,ES,2022,36.150
A,E7000,CMPY_ECAP5,PC,ES,2023,35.975
A,E7000,CMPY_ECAP5,PC,ES,2024,
A,E7000,CMPY_ECAP5,PC,FI,2013,45.790
A,E7000,CMPY_ECAP5,PC,FI,2014,42.800
A,E7000,CMPY_ECAP5,PC,FI,2015,41.700
A,E7000,CMPY_ECAP5,PC,FI,2016,42.840
A,E7000,CMPY_ECAP5,PC,FI,2017,40.860
A,E7000,CMPY_ECAP5,PC,FI,2018,41.190
A,E7000,CMPY_ECAP5,PC,FI,2019,44.410
A,E7000,CMPY_ECAP5,PC,FI,2020,44.300
A,E7000,CMPY_ECAP5,PC,FI,2021,43.180
A,E7000,CMPY_ECAP5,PC,FI,2022,32.600
A,E7000,CMPY_ECAP5,PC,FI,2023,27.590
A,E7000,CMPY_ECAP5,PC,FI,2024,
A,E7000,CMPY_ECAP5,PC,FR,2013,83.400
A,E7000,CMPY_ECAP5,PC,FR,2014,84.100
A,E7000,CMPY_ECAP5,PC,FR,2015,82.500
A,E7000,CMPY_ECAP5,PC,FR,2016,77.600
A,E7000,CMPY_ECAP5,PC,FR,2017,81.540
A,E7000,CMPY_ECAP5,PC,FR,2018,78.200
A,E7000,CMPY_ECAP5,PC,FR,2019,76.610
A,E7000,CMPY_ECAP5,PC,FR,2020,69.440
A,E7000,CMPY_ECAP5,PC,FR,2021,68.810
A,E7000,CMPY_ECAP5,PC,FR,2022,66.250
A,E7000,CMPY_ECAP5,PC,FR,2023,64.080
A,E7000,CMPY_ECAP5,PC,FR,2024,
A,E7000,CMPY_ECAP5,PC,GE,2013,
A,E7000,CMPY_ECAP5,PC,GE,2014,
A,E7000,CMPY_ECAP5,PC,GE,2015,62.100
A,E7000,CMPY_ECAP5,PC,GE,2016,59.100
A,E7000,CMPY_ECAP5,PC,GE,2017,56.500
A,E7000,CMPY_ECAP5,PC,GE,2018,56.100
A,E7000,CMPY_ECAP5,PC,GE,2019,56.000
A,E7000,CMPY_ECAP5,PC,GE,2020,52.000
A,E7000,CMPY_ECAP5,PC,GE,2021,51.800
A,E7000,CMPY_ECAP5,PC,GE,2022,51.600
A,E7000,CMPY_ECAP5,PC,GE,2023,51.100
A,E7000,CMPY_ECAP5,PC,GE,2024,
A,E7000,CMPY_ECAP5,PC,HR,2013,93.000
A,E7000,CMPY_ECAP5,PC,HR,2014,90.650
A,E7000,CMPY_ECAP5,PC,HR,2015,84.940
A,E7000,CMPY_ECAP5,PC,HR,2016,82.980
A,E7000,CMPY_ECAP5,PC,HR,2017,82.310
A,E7000,CMPY_ECAP5,PC,HR,2018,82.180
A,E7000,CMPY_ECAP5,PC,HR,2019,80.010
A,E7000,CMPY_ECAP5,PC,HR,2020,79.090
A,E7000,CMPY_ECAP5,PC,HR,2021,74.510
A,E7000,CMPY_ECAP5,PC,HR,2022,62.380
A,E7000,CMPY_ECAP5,PC,HR,2023,66.250
A,E7000,CMPY_ECAP5,PC,HR,2024,
A,E7000,CMPY_ECAP5,PC,HU,2013,57.150
A,E7000,CMPY_ECAP5,PC,HU,2014,63.530
A,E7000,CMPY_ECAP5,PC,HU,2015,60.800
A,E7000,CMPY_ECAP5,PC,HU,2016,63.340
A,E7000,CMPY_ECAP5,PC,HU,2017,49.410
A,E7000,CMPY_ECAP5,PC,HU,2018,65.162
A,E7000,CMPY_ECAP5,PC,HU,2019,56.479
A,E7000,CMPY_ECAP5,PC,HU,2020,50.404
A,E7000,CMPY_ECAP5,PC,HU,2021,47.100
A,E7000,CMPY_ECAP5,PC,HU,2022,46.600
A,E7000,CMPY_ECAP5,PC,HU,2023,44.930
A,E7000,CMPY_ECAP5,PC,HU,2024,
A,E7000,CMPY_ECAP5,PC,IE,2013,88.000
A,E7000,CMPY_ECAP5,PC,IE,2014,91.000
A,E7000,CMPY_ECAP5,PC,IE,2015,85.000
A,E7000,CMPY_ECAP5,PC,IE,2016,75.000
A,E7000,CMPY_ECAP5,PC,IE,2017,94.000
A,E7000,CMPY_ECAP5,PC,IE,2018,94.000
A,E7000,CMPY_ECAP5,PC,IE,2019,80.000
A,E7000,CMPY_ECAP5,PC,IE,2020,73.000
A,E7000,CMPY_ECAP5,PC,IE,2021,77.000
A,E7000,CMPY_ECAP5,PC,IE,2022,75.000
A,E7000,CMPY_ECAP5,PC,IE,2023,67.000
A,E7000,CMPY_ECAP5,PC,IE,2024,
A,E7000,CMPY_ECAP5,PC,IT,2013,36.000
A,E7000,CMPY_ECAP5,PC,IT,2014,36.000
A,E7000,CMPY_ECAP5,PC,IT,2015,38.000
A,E7000,CMPY_ECAP5,PC,IT,2016,36.000
A,E7000,CMPY_ECAP5,PC,IT,2017,29.000
A,E7000,CMPY_ECAP5,PC,IT,2018,29.000
A,E7000,CMPY_ECAP5,PC,IT,2019,28.000
A,E7000,CMPY_ECAP5,PC,IT,2020,28.000
A,E7000,CMPY_ECAP5,PC,IT,2021,27.000
A,E7000,CMPY_ECAP5,PC,IT,2022,28.000
A,E7000,CMPY_ECAP5,PC,IT,2023,27.000
A,E7000,CMPY_ECAP5,PC,IT,2024,
A,E7000,CMPY_ECAP5,PC,LT,2013,76.660
A,E7000,CMPY_ECAP5,PC,LT,2014,74.660
A,E7000,CMPY_ECAP5,PC,LT,2015,67.300
A,E7000,CMPY_ECAP5,PC,LT,2016,49.530
A,E7000,CMPY_ECAP5,PC,LT,2017,54.570
A,E7000,CMPY_ECAP5,PC,LT,2018,54.200
A,E7000,CMPY_ECAP5,PC,LT,2019,53.760
A,E7000,CMPY_ECAP5,PC,LT,2020,52.000
A,E7000,CMPY_ECAP5,PC,LT,2021,48.960
A,E7000,CMPY_ECAP5,PC,LT,2022,48.700
A,E7000,CMPY_ECAP5,PC,LT,2023,44.200
A,E7000,CMPY_ECAP5,PC,LT,2024,
A,E7000,CMPY_ECAP5,PC,LU,2013,67.910
A,E7000,CMPY_ECAP5,PC,LU,2014,66.860
A,E7000,CMPY_ECAP5,PC,LU,2015,67.260
A,E7000,CMPY_ECAP5,PC,LU,2016,36.800
A,E7000,CMPY_ECAP5,PC,LU,2017,30.880
A,E7000,CMPY_ECAP5,PC,LU,2018,36.720
A,E7000,CMPY_ECAP5,PC,LU,2019,32.770
A,E7000,CMPY_ECAP5,PC,LU,2020,31.650
A,E7000,CMPY_ECAP5,PC,LU,2021,31.540
A,E7000,CMPY_ECAP5,PC,LU,2022,31.510
A,E7000,CMPY_ECAP5,PC,LU,2023,39.140
A,E7000,CMPY_ECAP5,PC,LU,2024,
A,E7000,CMPY_ECAP5,PC,LV,2013,90.300
A,E7000,CMPY_ECAP5,PC,LV,2014,86.760
A,E7000,CMPY_ECAP5,PC,LV,2015,86.500
A,E7000,CMPY_ECAP5,PC,LV,2016,85.880
A,E7000,CMPY_ECAP5,PC,LV,2017,85.470
A,E7000,CMPY_ECAP5,PC,LV,2018,86.250
A,E7000,CMPY_ECAP5,PC,LV,2019,86.350
A,E7000,CMPY_ECAP5,PC,LV,2020,86.630
A,E7000,CMPY_ECAP5,PC,LV,2021,86.750
A,E7000,CMPY_ECAP5,PC,LV,2022,84.700
A,E7000,CMPY_ECAP5,PC,LV,2023,79.840
A,E7000,CMPY_ECAP5,PC,LV,2024,
A,E7000,CMPY_ECAP5,PC,MD,2013,86.900
A,E7000,CMPY_ECAP5,PC,MD,2014,86.900
A,E7000,CMPY_ECAP5,PC,MD,2015,86.900
A,E7000,CMPY_ECAP5,PC,MD,2016,86.900
A,E7000,CMPY_ECAP5,PC,MD,2017,86.900
A,E7000,CMPY_ECAP5,PC,MD,2018,86.900
A,E7000,CMPY_ECAP5,PC,MD,2019,86.900
A,E7000,CMPY_ECAP5,PC,MD,2020,81.810
A,E7000,CMPY_ECAP5,PC,MD,2021,75.700
A,E7000,CMPY_ECAP5,PC,MD,2022,93.100
A,E7000,CMPY_ECAP5,PC,MD,2023,88.800
A,E7000,CMPY_ECAP5,PC,MD,2024,
A,E7000,CMPY_ECAP5,PC,ME,2013,99.140
A,E7000,CMPY_ECAP5,PC,ME,2014,99.140
A,E7000,CMPY_ECAP5,PC,ME,2015,98.120
A,E7000,CMPY_ECAP5,PC,ME,2016,97.440
A,E7000,CMPY_ECAP5,PC,ME,2017,97.300
A,E7000,CMPY_ECAP5,PC,ME,2018,96.850
A,E7000,CMPY_ECAP5,PC,ME,2019,92.290
A,E7000,CMPY_ECAP5,PC,ME,2020,90.580
A,E7000,CMPY_ECAP5,PC,ME,2021,90.340
A,E7000,CMPY_ECAP5,PC,ME,2022,89.840
A,E7000,CMPY_ECAP5,PC,ME,2023,88.960
A,E7000,CMPY_ECAP5,PC,ME,2024,
A,E7000,CMPY_ECAP5,PC,MK,2013,96.000
A,E7000,CMPY_ECAP5,PC,MK,2014,92.900
A,E7000,CMPY_ECAP5,PC,MK,2015,91.190
A,E7000,CMPY_ECAP5,PC,MK,2016,91.010
A,E7000,CMPY_ECAP5,PC,MK,2017,90.390
A,E7000,CMPY_ECAP5,PC,MK,2018,92.230
A,E7000,CMPY_ECAP5,PC,MK,2019,91.750
A,E7000,CMPY_ECAP5,PC,MK,2020,91.070
A,E7000,CMPY_ECAP5,PC,MK,2021,90.470
A,E7000,CMPY_ECAP5,PC,MK,2022,90.383
A,E7000,CMPY_ECAP5,PC,MK,2023,76.053
A,E7000,CMPY_ECAP5,PC,MK,2024,59.981
A,E7000,CMPY_ECAP5,PC,MT,2013,100.000
A,E7000,CMPY_ECAP5,PC,MT,2014,100.000
A,E7000,CMPY_ECAP5,PC,MT,2015,100.000
A,E7000,CMPY_ECAP5,PC,MT,2016,100.000
A,E7000,CMPY_ECAP5,PC,MT,2017,100.000
A,E7000,CMPY_ECAP5,PC,MT,2018,100.000
A,E7000,CMPY_ECAP5,PC,MT,2019,100.000
A,E7000,CMPY_ECAP5,PC,MT,2020,100.000
A,E7000,CMPY_ECAP5,PC,MT,2021,100.000
A,E7000,CMPY_ECAP5,PC,MT,2022,100.000
A,E7000,CMPY_ECAP5,PC,MT,2023,100.000
A,E7000,CMPY_ECAP5,PC,MT,2024,
A,E7000,CMPY_ECAP5,PC,NL,2013,56.000
A,E7000,CMPY_ECAP5,PC,NL,2014,58.000
A,E7000,CMPY_ECAP5,PC,NL,2015,57.000
A,E7000,CMPY_ECAP5,PC,NL,2016,52.000
A,E7000,CMPY_ECAP5,PC,NL,2017,52.000
A,E7000,CMPY_ECAP5,PC,NL,2018,50.000
A,E7000,CMPY_ECAP5,PC,NL,2019,50.000
A,E7000,CMPY_ECAP5,PC,NL,2020,41.000
A,E7000,CMPY_ECAP5,PC,NL,2021,38.000
A,E7000,CMPY_ECAP5,PC,NL,2022,36.000
A,E7000,CMPY_ECAP5,PC,NL,2023,36.000
A,E7000,CMPY_ECAP5,PC,NL,2024,
A,E7000,CMPY_ECAP5,PC,PL,2013,19.330
A,E7000,CMPY_ECAP5,PC,PL,2014,19.220
A,E7000,CMPY_ECAP5,PC,PL,2015,18.710
A,E7000,CMPY_ECAP5,PC,PL,2016,18.400
A,E7000,CMPY_ECAP5,PC,PL,2017,20.070
A,E7000,CMPY_ECAP5,PC,PL,2018,19.940
A,E7000,CMPY_ECAP5,PC,PL,2019,27.710
A,E7000,CMPY_ECAP5,PC,PL,2020,25.090
A,E7000,CMPY_ECAP5,PC,PL,2021,23.320
A,E7000,CMPY_ECAP5,PC,PL,2022,21.250
A,E7000,CMPY_ECAP5,PC,PL,2023,18.040
A,E7000,CMPY_ECAP5,PC,PL,2024,
A,E7000,CMPY_ECAP5,PC,PT,2013,63.000
A,E7000,CMPY_ECAP5,PC,PT,2014,64.700
A,E7000,CMPY_ECAP5,PC,PT,2015,64.900
A,E7000,CMPY_ECAP5,PC,PT,2016,65.800
A,E7000,CMPY_ECAP5,PC,PT,2017,66.100
A,E7000,CMPY_ECAP5,PC,PT,2018,65.400
A,E7000,CMPY_ECAP5,PC,PT,2019,64.870
A,E7000,CMPY_ECAP5,PC,PT,2020,66.610
A,E7000,CMPY_ECAP5,PC,PT,2021,62.770
A,E7000,CMPY_ECAP5,PC,PT,2022,65.480
A,E7000,CMPY_ECAP5,PC,PT,2023,64.070
A,E7000,CMPY_ECAP5,PC,PT,2024,
A,E7000,CMPY_ECAP5,PC,RO,2013,57.260
A,E7000,CMPY_ECAP5,PC,RO,2014,56.090
A,E7000,CMPY_ECAP5,PC,RO,2015,58.140
A,E7000,CMPY_ECAP5,PC,RO,2016,56.650
A,E7000,CMPY_ECAP5,PC,RO,2017,56.700
A,E7000,CMPY_ECAP5,PC,RO,2018,51.280
A,E7000,CMPY_ECAP5,PC,RO,2019,54.100
A,E7000,CMPY_ECAP5,PC,RO,2020,59.411
A,E7000,CMPY_ECAP5,PC,RO,2021,61.870
A,E7000,CMPY_ECAP5,PC,RO,2022,61.010
A,E7000,CMPY_ECAP5,PC,RO,2023,58.520
A,E7000,CMPY_ECAP5,PC,RO,2024,
A,E7000,CMPY_ECAP5,PC,RS,2013,94.900
A,E7000,CMPY_ECAP5,PC,RS,2014,93.700
A,E7000,CMPY_ECAP5,PC,RS,2015,98.660
A,E7000,CMPY_ECAP5,PC,RS,2016,98.350
A,E7000,CMPY_ECAP5,PC,RS,2017,98.330
A,E7000,CMPY_ECAP5,PC,RS,2018,95.310
A,E7000,CMPY_ECAP5,PC,RS,2019,93.560
A,E7000,CMPY_ECAP5,PC,RS,2020,95.160
A,E7000,CMPY_ECAP5,PC,RS,2021,90.900
A,E7000,CMPY_ECAP5,PC,RS,2022,90.810
A,E7000,CMPY_ECAP5,PC,RS,2023,88.530
A,E7000,CMPY_ECAP5,PC,RS,2024,
A,E7000,CMPY_ECAP5,PC,SE,2013,47.720
A,E7000,CMPY_ECAP5,PC,SE,2014,59.980
A,E7000,CMPY_ECAP5,PC,SE,2015,54.920
A,E7000,CMPY_ECAP5,PC,SE,2016,54.240
A,E7000,CMPY_ECAP5,PC,SE,2017,48.800
A,E7000,CMPY_ECAP5,PC,SE,2018,48.470
A,E7000,CMPY_ECAP5,PC,SE,2019,46.440
A,E7000,CMPY_ECAP5,PC,SE,2020,43.930
A,E7000,CMPY_ECAP5,PC,SE,2021,41.280
A,E7000,CMPY_ECAP5,PC,SE,2022,34.160
A,E7000,CMPY_ECAP5,PC,SE,2023,32.530
A,E7000,CMPY_ECAP5,PC,SE,2024,
A,E7000,CMPY_ECAP5,PC,SI,2013,93.500
A,E7000,CMPY_ECAP5,PC,SI,2014,87.070
A,E7000,CMPY_ECAP5,PC,SI,2015,93.000
A,E7000,CMPY_ECAP5,PC,SI,2016,93.500
A,E7000,CMPY_ECAP5,PC,SI,2017,93.290
A,E7000,CMPY_ECAP5,PC,SI,2018,88.020
A,E7000,CMPY_ECAP5,PC,SI,2019,87.160
A,E7000,CMPY_ECAP5,PC,SI,2020,87.000
A,E7000,CMPY_ECAP5,PC,SI,2021,93.430
A,E7000,CMPY_ECAP5,PC,SI,2022,93.460
A,E7000,CMPY_ECAP5,PC,SI,2023,90.473
A,E7000,CMPY_ECAP5,PC,SI,2024,
A,E7000,CMPY_ECAP5,PC,SK,2013,82.890
A,E7000,CMPY_ECAP5,PC,SK,2014,72.650
A,E7000,CMPY_ECAP5,PC,SK,2015,72.680
A,E7000,CMPY_ECAP5,PC,SK,2016,73.270
A,E7000,CMPY_ECAP5,PC,SK,2017,73.610
A,E7000,CMPY_ECAP5,PC,SK,2018,70.660
A,E7000,CMPY_ECAP5,PC,SK,2019,69.040
A,E7000,CMPY_ECAP5,PC,SK,2020,69.600
A,E7000,CMPY_ECAP5,PC,SK,2021,74.360
A,E7000,CMPY_ECAP5,PC,SK,2022,73.740
A,E7000,CMPY_ECAP5,PC,SK,2023,73.560
A,E7000,CMPY_ECAP5,PC,SK,2024,
A,E7000,CMPY_ECAP5,PC,TR,2013,
A,E7000,CMPY_ECAP5,PC,TR,2014,43.150
A,E7000,CMPY_ECAP5,PC,TR,2015,40.570
A,E7000,CMPY_ECAP5,PC,TR,2016,37.080
A,E7000,CMPY_ECAP5,PC,TR,2017,31.570
A,E7000,CMPY_ECAP5,PC,TR,2018,22.230
A,E7000,CMPY_ECAP5,PC,TR,2019,20.220
A,E7000,CMPY_ECAP5,PC,TR,2020,19.130
A,E7000,CMPY_ECAP5,PC,TR,2021,22.890
A,E7000,CMPY_ECAP5,PC,TR,2022,20.039
A,E7000,CMPY_ECAP5,PC,TR,2023,19.540
A,E7000,CMPY_ECAP5,PC,TR,2024,
A,E7000,CMPY_ECAP5,PC,XK,2013,96.380
A,E7000,CMPY_ECAP5,PC,XK,2014,96.210
A,E7000,CMPY_ECAP5,PC,XK,2015,95.840
A,E7000,CMPY_ECAP5,PC,XK,2016,92.910
A,E7000,CMPY_ECAP5,PC,XK,2017,92.530
A,E7000,CMPY_ECAP5,PC,XK,2018,89.230
A,E7000,CMPY_ECAP5,PC,XK,2019,86.600
A,E7000,CMPY_ECAP5,PC,XK,2020,86.500
A,E7000,CMPY_ECAP5,PC,XK,2021,86.500
A,E7000,CMPY_ECAP5,PC,XK,2022,86.500
A,E7000,CMPY_ECAP5,PC,XK,2023,86.500
A,E7000,CMPY_ECAP5,PC,XK,2024,
A,E7000,CMPY_EG5,PC,AT,2013,55.500
A,E7000,CMPY_EG5,PC,AT,2014,55.200
A,E7000,CMPY_EG5,PC,AT,2015,53.000
A,E7000,CMPY_EG5,PC,AT,2016,52.100
A,E7000,CMPY_EG5,PC,AT,2017,50.900
A,E7000,CMPY_EG5,PC,AT,2018,51.900
A,E7000,CMPY_EG5,PC,AT,2019,52.500
A,E7000,CMPY_EG5,PC,AT,2020,53.100
A,E7000,CMPY_EG5,PC,AT,2021,52.400
A,E7000,CMPY_EG5,PC,AT,2022,50.800
A,E7000,CMPY_EG5,PC,AT,2023,49.800
A,E7000,CMPY_EG5,PC,AT,2024,
A,E7000,CMPY_EG5,PC,BA,2013,99.230
A,E7000,CMPY_EG5,PC,BA,2014,98.930
A,E7000,CMPY_EG5,PC,BA,2015,98.870
A,E7000,CMPY_EG5,PC,BA,2016,97.920
A,E7000,CMPY_EG5,PC,BA,2017,97.850
A,E7000,CMPY_EG5,PC,BA,2018,97.450
A,E7000,CMPY_EG5,PC,BA,2019,96.280
A,E7000,CMPY_EG5,PC,BA,2020,96.940
A,E7000,CMPY_EG5,PC,BA,2021,96.450
A,E7000,CMPY_EG5,PC,BA,2022,95.800
A,E7000,CMPY_EG5,PC,BA,2023,94.736
A,E7000,CMPY_EG5,PC,BA,2024,
A,E7000,CMPY_EG5,PC,BE,2013,74.930
A,E7000,CMPY_EG5,PC,BE,2014,70.970
A,E7000,CMPY_EG5,PC,BE,2015,65.710
A,E7000,CMPY_EG5,PC,BE,2016,71.080
A,E7000,CMPY_EG5,PC,BE,2017,70.030
A,E7000,CMPY_EG5,PC,BE,2018,63.970
A,E7000,CMPY_EG5,PC,BE,2019,67.500
A,E7000,CMPY_EG5,PC,BE,2020,61.850
A,E7000,CMPY_EG5,PC,BE,2021,68.100
A,E7000,CMPY_EG5,PC,BE,2022,63.990
A,E7000,CMPY_EG5,PC,BE,2023,59.700
A,E7000,CMPY_EG5,PC,BE,2024,
A,E7000,CMPY_EG5,PC,BG,2013,74.500
A,E7000,CMPY_EG5,PC,BG,2014,74.000
A,E7000,CMPY_EG5,PC,BG,2015,78.440
A,E7000,CMPY_EG5,PC,BG,2016,78.250
A,E7000,CMPY_EG5,PC,BG,2017,77.300
A,E7000,CMPY_EG5,PC,BG,2018,77.810
A,E7000,CMPY_EG5,PC,BG,2019,77.920
A,E7000,CMPY_EG5,PC,BG,2020,75.900
A,E7000,CMPY_EG5,PC,BG,2021,74.750
A,E7000,CMPY_EG5,PC,BG,2022,77.570
A,E7000,CMPY_EG5,PC,BG,2023,65.140
A,E7000,CMPY_EG5,PC,BG,2024,
A,E7000,CMPY_EG5,PC,CY,2013,92.900
A,E7000,CMPY_EG5,PC,CY,2014,93.640
A,E7000,CMPY_EG5,PC,CY,2015,92.430
A,E7000,CMPY_EG5,PC,CY,2016,92.680
A,E7000,CMPY_EG5,PC,CY,2017,92.780
