freq,siec,indic_nrgm,unit,geo,year,value
A,E7000,ERTL_SELL_EC5,NR,XK,2014,1.000
A,E7000,ERTL_SELL_EC5,NR,XK,2015,1.000
A,E7000,ERTL_SELL_EC5,NR,XK,2016,1.000
A,E7000,ERTL_SELL_EC5,NR,XK,2017,1.000
A,E7000,ERTL_SELL_EC5,NR,XK,2018,1.000
A,E7000,ERTL_SELL_EC5,NR,XK,2019,1.000
A,E7000,ERTL_SELL_EC5,NR,XK,2020,1.000
A,E7000,ERTL_SELL_EC5,NR,XK,2021,1.000
A,E7000,ERTL_SELL_EC5,NR,XK,2022,1.000
A,E7000,ERTL_SELL_EC5,NR,XK,2023,1.000
A,E7000,ERTL_SELL_EC5,NR,XK,2024,
A,E7000,LCMPY_EG,PC,BA,2013,45.840
A,E7000,LCMPY_EG,PC,BA,2014,49.420
A,E7000,LCMPY_EG,PC,BA,2015,47.960
A,E7000,LCMPY_EG,PC,BA,2016,43.880
A,E7000,LCMPY_EG,PC,BA,2017,46.260
A,E7000,LCMPY_EG,PC,BA,2018,40.540
A,E7000,LCMPY_EG,PC,BA,2019,37.540
A,E7000,LCMPY_EG,PC,BA,2020,40.530
A,E7000,LCMPY_EG,PC,BA,2021,39.150
A,E7000,LCMPY_EG,PC,BA,2022,38.900
A,E7000,LCMPY_EG,PC,BA,2023,35.304
A,E7000,LCMPY_EG,PC,BA,2024,
A,E7000,LCMPY_EG,PC,BE,2013,64.900
A,E7000,LCMPY_EG,PC,BE,2014,59.770
A,E7000,LCMPY_EG,PC,BE,2015,48.480
A,E7000,LCMPY_EG,PC,BE,2016,62.550
A,E7000,LCMPY_EG,PC,BE,2017,60.660
A,E7000,LCMPY_EG,PC,BE,2018,51.510
A,E7000,LCMPY_EG,PC,BE,2019,55.200
A,E7000,LCMPY_EG,PC,BE,2020,53.020
A,E7000,LCMPY_EG,PC,BE,2021,56.430
A,E7000,LCMPY_EG,PC,BE,2022,51.830
A,E7000,LCMPY_EG,PC,BE,2023,48.480
A,E7000,LCMPY_EG,PC,BE,2024,
A,E7000,LCMPY_EG,PC,BG,2013,36.800
A,E7000,LCMPY_EG,PC,BG,2014,35.000
A,E7000,LCMPY_EG,PC,BG,2015,32.490
A,E7000,LCMPY_EG,PC,BG,2016,36.970
A,E7000,LCMPY_EG,PC,BG,2017,35.590
A,E7000,LCMPY_EG,PC,BG,2018,35.820
A,E7000,LCMPY_EG,PC,BG,2019,39.020
A,E7000,LCMPY_EG,PC,BG,2020,42.460
A,E7000,LCMPY_EG,PC,BG,2021,36.130
A,E7000,LCMPY_EG,PC,BG,2022,33.990
A,E7000,LCMPY_EG,PC,BG,2023,41.600
A,E7000,LCMPY_EG,PC,BG,2024,
A,E7000,LCMPY_EG,PC,CY,2013,92.900
A,E7000,LCMPY_EG,PC,CY,2014,93.640
A,E7000,LCMPY_EG,PC,CY,2015,92.430
A,E7000,LCMPY_EG,PC,CY,2016,92.680
A,E7000,LCMPY_EG,PC,CY,2017,92.780
A,E7000,LCMPY_EG,PC,CY,2018,92.260
A,E7000,LCMPY_EG,PC,CY,2019,91.950
A,E7000,LCMPY_EG,PC,CY,2020,89.920
A,E7000,LCMPY_EG,PC,CY,2021,88.030
A,E7000,LCMPY_EG,PC,CY,2022,87.530
A,E7000,LCMPY_EG,PC,CY,2023,84.860
A,E7000,LCMPY_EG,PC,CY,2024,
A,E7000,LCMPY_EG,PC,CZ,2013,67.500
A,E7000,LCMPY_EG,PC,CZ,2014,67.700
A,E7000,LCMPY_EG,PC,CZ,2015,67.700
A,E7000,LCMPY_EG,PC,CZ,2016,68.400
A,E7000,LCMPY_EG,PC,CZ,2017,67.131
A,E7000,LCMPY_EG,PC,CZ,2018,68.400
A,E7000,LCMPY_EG,PC,CZ,2019,69.000
A,E7000,LCMPY_EG,PC,CZ,2020,67.130
A,E7000,LCMPY_EG,PC,CZ,2021,62.550
A,E7000,LCMPY_EG,PC,CZ,2022,59.570
A,E7000,LCMPY_EG,PC,CZ,2023,64.340
A,E7000,LCMPY_EG,PC,CZ,2024,
A,E7000,LCMPY_EG,PC,DE,2013,32.000
A,E7000,LCMPY_EG,PC,DE,2014,32.000
A,E7000,LCMPY_EG,PC,DE,2015,32.000
A,E7000,LCMPY_EG,PC,DE,2016,33.500
A,E7000,LCMPY_EG,PC,DE,2017,32.200
A,E7000,LCMPY_EG,PC,DE,2018,30.200
A,E7000,LCMPY_EG,PC,DE,2019,26.000
A,E7000,LCMPY_EG,PC,DE,2020,25.300
A,E7000,LCMPY_EG,PC,DE,2021,26.100
A,E7000,LCMPY_EG,PC,DE,2022,26.400
A,E7000,LCMPY_EG,PC,DE,2023,22.500
A,E7000,LCMPY_EG,PC,DE,2024,
A,E7000,LCMPY_EG,PC,DK,2013,41.000
A,E7000,LCMPY_EG,PC,DK,2014,36.600
A,E7000,LCMPY_EG,PC,DK,2015,33.030
A,E7000,LCMPY_EG,PC,DK,2016,35.210
A,E7000,LCMPY_EG,PC,DK,2017,33.270
A,E7000,LCMPY_EG,PC,DK,2018,32.750
A,E7000,LCMPY_EG,PC,DK,2019,28.096
A,E7000,LCMPY_EG,PC,DK,2020,27.003
A,E7000,LCMPY_EG,PC,DK,2021,31.115
A,E7000,LCMPY_EG,PC,DK,2022,27.054
A,E7000,LCMPY_EG,PC,DK,2023,22.679
A,E7000,LCMPY_EG,PC,DK,2024,
A,E7000,LCMPY_EG,PC,EE,2013,87.000
A,E7000,LCMPY_EG,PC,EE,2014,84.830
A,E7000,LCMPY_EG,PC,EE,2015,79.760
A,E7000,LCMPY_EG,PC,EE,2016,80.840
A,E7000,LCMPY_EG,PC,EE,2017,82.500
A,E7000,LCMPY_EG,PC,EE,2018,80.000
A,E7000,LCMPY_EG,PC,EE,2019,67.400
A,E7000,LCMPY_EG,PC,EE,2020,52.000
A,E7000,LCMPY_EG,PC,EE,2021,64.000
A,E7000,LCMPY_EG,PC,EE,2022,69.000
A,E7000,LCMPY_EG,PC,EE,2023,54.570
A,E7000,LCMPY_EG,PC,EE,2024,
A,E7000,LCMPY_EG,PC,EL,2013,67.450
A,E7000,LCMPY_EG,PC,EL,2014,71.540
A,E7000,LCMPY_EG,PC,EL,2015,70.720
A,E7000,LCMPY_EG,PC,EL,2016,72.000
A,E7000,LCMPY_EG,PC,EL,2017,58.650
A,E7000,LCMPY_EG,PC,EL,2018,58.180
A,E7000,LCMPY_EG,PC,EL,2019,49.370
A,E7000,LCMPY_EG,PC,EL,2020,40.830
A,E7000,LCMPY_EG,PC,EL,2021,44.740
A,E7000,LCMPY_EG,PC,EL,2022,38.600
A,E7000,LCMPY_EG,PC,EL,2023,33.270
A,E7000,LCMPY_EG,PC,EL,2024,
A,E7000,LCMPY_EG,PC,ES,2013,22.040
A,E7000,LCMPY_EG,PC,ES,2014,23.820
A,E7000,LCMPY_EG,PC,ES,2015,24.510
A,E7000,LCMPY_EG,PC,ES,2016,25.440
A,E7000,LCMPY_EG,PC,ES,2017,22.500
A,E7000,LCMPY_EG,PC,ES,2018,22.370
A,E7000,LCMPY_EG,PC,ES,2019,22.380
A,E7000,LCMPY_EG,PC,ES,2020,19.840
A,E7000,LCMPY_EG,PC,ES,2021,24.200
A,E7000,LCMPY_EG,PC,ES,2022,18.600
A,E7000,LCMPY_EG,PC,ES,2023,23.100
A,E7000,LCMPY_EG,PC,ES,2024,
A,E7000,LCMPY_EG,PC,FI,2013,24.440
A,E7000,LCMPY_EG,PC,FI,2014,22.910
A,E7000,LCMPY_EG,PC,FI,2015,21.560
A,E7000,LCMPY_EG,PC,FI,2016,21.670
A,E7000,LCMPY_EG,PC,FI,2017,21.010
A,E7000,LCMPY_EG,PC,FI,2018,20.860
A,E7000,LCMPY_EG,PC,FI,2019,22.330
A,E7000,LCMPY_EG,PC,FI,2020,22.690
A,E7000,LCMPY_EG,PC,FI,2021,20.830
A,E7000,LCMPY_EG,PC,FI,2022,23.650
A,E7000,LCMPY_EG,PC,FI,2023,31.520
A,E7000,LCMPY_EG,PC,FI,2024,
A,E7000,LCMPY_EG,PC,FR,2013,83.800
A,E7000,LCMPY_EG,PC,FR,2014,86.800
A,E7000,LCMPY_EG,PC,FR,2015,85.700
A,E7000,LCMPY_EG,PC,FR,2016,82.500
A,E7000,LCMPY_EG,PC,FR,2017,79.900
A,E7000,LCMPY_EG,PC,FR,2018,82.140
A,E7000,LCMPY_EG,PC,FR,2019,79.780
A,E7000,LCMPY_EG,PC,FR,2020,77.780
A,E7000,LCMPY_EG,PC,FR,2021,78.990
A,E7000,LCMPY_EG,PC,FR,2022,72.480
A,E7000,LCMPY_EG,PC,FR,2023,73.940
A,E7000,LCMPY_EG,PC,FR,2024,
A,E7000,LCMPY_EG,PC,GE,2013,
A,E7000,LCMPY_EG,PC,GE,2014,
A,E7000,LCMPY_EG,PC,GE,2015,30.590
A,E7000,LCMPY_EG,PC,GE,2016,30.670
A,E7000,LCMPY_EG,PC,GE,2017,31.200
A,E7000,LCMPY_EG,PC,GE,2018,33.100
A,E7000,LCMPY_EG,PC,GE,2019,28.180
A,E7000,LCMPY_EG,PC,GE,2020,24.500
A,E7000,LCMPY_EG,PC,GE,2021,28.100
A,E7000,LCMPY_EG,PC,GE,2022,26.600
A,E7000,LCMPY_EG,PC,GE,2023,25.000
A,E7000,LCMPY_EG,PC,GE,2024,
A,E7000,LCMPY_EG,PC,HR,2013,84.000
A,E7000,LCMPY_EG,PC,HR,2014,80.290
A,E7000,LCMPY_EG,PC,HR,2015,77.750
A,E7000,LCMPY_EG,PC,HR,2016,80.740
A,E7000,LCMPY_EG,PC,HR,2017,86.120
A,E7000,LCMPY_EG,PC,HR,2018,82.700
A,E7000,LCMPY_EG,PC,HR,2019,77.810
A,E7000,LCMPY_EG,PC,HR,2020,75.710
A,E7000,LCMPY_EG,PC,HR,2021,75.510
A,E7000,LCMPY_EG,PC,HR,2022,73.630
A,E7000,LCMPY_EG,PC,HR,2023,78.430
A,E7000,LCMPY_EG,PC,HR,2024,
A,E7000,LCMPY_EG,PC,HU,2013,52.890
A,E7000,LCMPY_EG,PC,HU,2014,53.950
A,E7000,LCMPY_EG,PC,HU,2015,53.090
A,E7000,LCMPY_EG,PC,HU,2016,52.900
A,E7000,LCMPY_EG,PC,HU,2017,51.280
A,E7000,LCMPY_EG,PC,HU,2018,55.151
A,E7000,LCMPY_EG,PC,HU,2019,56.317
A,E7000,LCMPY_EG,PC,HU,2020,55.299
A,E7000,LCMPY_EG,PC,HU,2021,63.000
A,E7000,LCMPY_EG,PC,HU,2022,63.100
A,E7000,LCMPY_EG,PC,HU,2023,63.460
A,E7000,LCMPY_EG,PC,HU,2024,
A,E7000,LCMPY_EG,PC,IE,2013,54.000
A,E7000,LCMPY_EG,PC,IE,2014,51.000
A,E7000,LCMPY_EG,PC,IE,2015,55.000
A,E7000,LCMPY_EG,PC,IE,2016,47.000
A,E7000,LCMPY_EG,PC,IE,2017,43.000
A,E7000,LCMPY_EG,PC,IE,2018,44.000
A,E7000,LCMPY_EG,PC,IE,2019,28.000
A,E7000,LCMPY_EG,PC,IE,2020,31.000
A,E7000,LCMPY_EG,PC,IE,2021,41.000
A,E7000,LCMPY_EG,PC,IE,2022,38.000
A,E7000,LCMPY_EG,PC,IE,2023,31.000
A,E7000,LCMPY_EG,PC,IE,2024,
A,E7000,LCMPY_EG,PC,IT,2013,27.000
A,E7000,LCMPY_EG,PC,IT,2014,29.000
A,E7000,LCMPY_EG,PC,IT,2015,27.000
A,E7000,LCMPY_EG,PC,IT,2016,24.000
A,E7000,LCMPY_EG,PC,IT,2017,19.000
A,E7000,LCMPY_EG,PC,IT,2018,19.000
A,E7000,LCMPY_EG,PC,IT,2019,16.000
A,E7000,LCMPY_EG,PC,IT,2020,16.000
A,E7000,LCMPY_EG,PC,IT,2021,17.000
A,E7000,LCMPY_EG,PC,IT,2022,18.000
A,E7000,LCMPY_EG,PC,IT,2023,17.000
A,E7000,LCMPY_EG,PC,IT,2024,
A,E7000,LCMPY_EG,PC,LT,2013,24.380
A,E7000,LCMPY_EG,PC,LT,2014,20.570
A,E7000,LCMPY_EG,PC,LT,2015,22.700
A,E7000,LCMPY_EG,PC,LT,2016,14.250
A,E7000,LCMPY_EG,PC,LT,2017,14.200
A,E7000,LCMPY_EG,PC,LT,2018,15.500
A,E7000,LCMPY_EG,PC,LT,2019,15.540
A,E7000,LCMPY_EG,PC,LT,2020,22.900
A,E7000,LCMPY_EG,PC,LT,2021,16.910
A,E7000,LCMPY_EG,PC,LT,2022,11.980
A,E7000,LCMPY_EG,PC,LT,2023,9.150
A,E7000,LCMPY_EG,PC,LT,2024,
A,E7000,LCMPY_EG,PC,LU,2013,58.350
A,E7000,LCMPY_EG,PC,LU,2014,61.330
A,E7000,LCMPY_EG,PC,LU,2015,43.800
A,E7000,LCMPY_EG,PC,LU,2016,17.970
A,E7000,LCMPY_EG,PC,LU,2017,17.840
A,E7000,LCMPY_EG,PC,LU,2018,14.430
A,E7000,LCMPY_EG,PC,LU,2019,18.650
A,E7000,LCMPY_EG,PC,LU,2020,17.900
A,E7000,LCMPY_EG,PC,LU,2021,19.750
A,E7000,LCMPY_EG,PC,LU,2022,19.770
A,E7000,LCMPY_EG,PC,LU,2023,18.390
A,E7000,LCMPY_EG,PC,LU,2024,
A,E7000,LCMPY_EG,PC,LV,2013,79.800
A,E7000,LCMPY_EG,PC,LV,2014,54.800
A,E7000,LCMPY_EG,PC,LV,2015,57.420
A,E7000,LCMPY_EG,PC,LV,2016,58.550
A,E7000,LCMPY_EG,PC,LV,2017,47.050
A,E7000,LCMPY_EG,PC,LV,2018,63.390
A,E7000,LCMPY_EG,PC,LV,2019,66.610
A,E7000,LCMPY_EG,PC,LV,2020,57.070
A,E7000,LCMPY_EG,PC,LV,2021,62.010
A,E7000,LCMPY_EG,PC,LV,2022,55.690
A,E7000,LCMPY_EG,PC,LV,2023,66.480
A,E7000,LCMPY_EG,PC,LV,2024,
A,E7000,LCMPY_EG,PC,MD,2013,79.420
A,E7000,LCMPY_EG,PC,MD,2014,76.270
A,E7000,LCMPY_EG,PC,MD,2015,79.080
A,E7000,LCMPY_EG,PC,MD,2016,80.480
A,E7000,LCMPY_EG,PC,MD,2017,79.790
A,E7000,LCMPY_EG,PC,MD,2018,77.750
A,E7000,LCMPY_EG,PC,MD,2019,72.900
A,E7000,LCMPY_EG,PC,MD,2020,70.600
A,E7000,LCMPY_EG,PC,MD,2021,69.070
A,E7000,LCMPY_EG,PC,MD,2022,76.000
A,E7000,LCMPY_EG,PC,MD,2023,77.400
A,E7000,LCMPY_EG,PC,MD,2024,
A,E7000,LCMPY_EG,PC,ME,2013,99.360
A,E7000,LCMPY_EG,PC,ME,2014,99.210
A,E7000,LCMPY_EG,PC,ME,2015,98.590
A,E7000,LCMPY_EG,PC,ME,2016,97.670
A,E7000,LCMPY_EG,PC,ME,2017,95.960
A,E7000,LCMPY_EG,PC,ME,2018,92.950
A,E7000,LCMPY_EG,PC,ME,2019,91.270
A,E7000,LCMPY_EG,PC,ME,2020,87.340
A,E7000,LCMPY_EG,PC,ME,2021,86.440
A,E7000,LCMPY_EG,PC,ME,2022,84.340
A,E7000,LCMPY_EG,PC,ME,2023,86.350
A,E7000,LCMPY_EG,PC,ME,2024,
A,E7000,LCMPY_EG,PC,MK,2013,90.000
A,E7000,LCMPY_EG,PC,MK,2014,91.400
A,E7000,LCMPY_EG,PC,MK,2015,89.800
A,E7000,LCMPY_EG,PC,MK,2016,81.300
A,E7000,LCMPY_EG,PC,MK,2017,78.030
A,E7000,LCMPY_EG,PC,MK,2018,82.379
A,E7000,LCMPY_EG,PC,MK,2019,75.710
A,E7000,LCMPY_EG,PC,MK,2020,71.050
A,E7000,LCMPY_EG,PC,MK,2021,61.950
A,E7000,LCMPY_EG,PC,MK,2022,69.587
A,E7000,LCMPY_EG,PC,MK,2023,63.406
A,E7000,LCMPY_EG,PC,MK,2024,59.831
A,E7000,LCMPY_EG,PC,MT,2013,100.000
A,E7000,LCMPY_EG,PC,MT,2014,100.000
A,E7000,LCMPY_EG,PC,MT,2015,100.000
A,E7000,LCMPY_EG,PC,MT,2016,100.000
A,E7000,LCMPY_EG,PC,MT,2017,
A,E7000,LCMPY_EG,PC,MT,2018,
A,E7000,LCMPY_EG,PC,MT,2019,
A,E7000,LCMPY_EG,PC,MT,2020,
A,E7000,LCMPY_EG,PC,MT,2021,
A,E7000,LCMPY_EG,PC,MT,2022,
A,E7000,LCMPY_EG,PC,MT,2023,
A,E7000,LCMPY_EG,PC,MT,2024,
A,E7000,LCMPY_EG,PC,PL,2013,17.340
A,E7000,LCMPY_EG,PC,PL,2014,17.930
A,E7000,LCMPY_EG,PC,PL,2015,17.430
A,E7000,LCMPY_EG,PC,PL,2016,15.950
A,E7000,LCMPY_EG,PC,PL,2017,17.650
A,E7000,LCMPY_EG,PC,PL,2018,17.130
A,E7000,LCMPY_EG,PC,PL,2019,18.350
A,E7000,LCMPY_EG,PC,PL,2020,17.370
A,E7000,LCMPY_EG,PC,PL,2021,16.860
A,E7000,LCMPY_EG,PC,PL,2022,14.850
A,E7000,LCMPY_EG,PC,PL,2023,12.990
A,E7000,LCMPY_EG,PC,PL,2024,
A,E7000,LCMPY_EG,PC,PT,2013,43.900
A,E7000,LCMPY_EG,PC,PT,2014,46.500
A,E7000,LCMPY_EG,PC,PT,2015,42.500
A,E7000,LCMPY_EG,PC,PT,2016,47.000
A,E7000,LCMPY_EG,PC,PT,2017,39.500
A,E7000,LCMPY_EG,PC,PT,2018,43.300
A,E7000,LCMPY_EG,PC,PT,2019,37.730
A,E7000,LCMPY_EG,PC,PT,2020,39.140
A,E7000,LCMPY_EG,PC,PT,2021,26.430
A,E7000,LCMPY_EG,PC,PT,2022,23.450
A,E7000,LCMPY_EG,PC,PT,2023,23.240
A,E7000,LCMPY_EG,PC,PT,2024,
A,E7000,LCMPY_EG,PC,RO,2013,26.800
A,E7000,LCMPY_EG,PC,RO,2014,29.900
A,E7000,LCMPY_EG,PC,RO,2015,25.690
A,E7000,LCMPY_EG,PC,RO,2016,28.480
A,E7000,LCMPY_EG,PC,RO,2017,23.100
A,E7000,LCMPY_EG,PC,RO,2018,27.860
A,E7000,LCMPY_EG,PC,RO,2019,26.660
A,E7000,LCMPY_EG,PC,RO,2020,27.750
A,E7000,LCMPY_EG,PC,RO,2021,29.610
A,E7000,LCMPY_EG,PC,RO,2022,25.380
A,E7000,LCMPY_EG,PC,RO,2023,25.656
A,E7000,LCMPY_EG,PC,RO,2024,
A,E7000,LCMPY_EG,PC,RS,2013,53.500
A,E7000,LCMPY_EG,PC,RS,2014,50.800
A,E7000,LCMPY_EG,PC,RS,2015,99.240
A,E7000,LCMPY_EG,PC,RS,2016,98.900
A,E7000,LCMPY_EG,PC,RS,2017,98.550
A,E7000,LCMPY_EG,PC,RS,2018,97.920
A,E7000,LCMPY_EG,PC,RS,2019,96.120
A,E7000,LCMPY_EG,PC,RS,2020,97.400
A,E7000,LCMPY_EG,PC,RS,2021,95.030
A,E7000,LCMPY_EG,PC,RS,2022,94.020
A,E7000,LCMPY_EG,PC,RS,2023,92.110
A,E7000,LCMPY_EG,PC,RS,2024,
A,E7000,LCMPY_EG,PC,SE,2013,18.970
A,E7000,LCMPY_EG,PC,SE,2014,17.930
A,E7000,LCMPY_EG,PC,SE,2015,19.790
A,E7000,LCMPY_EG,PC,SE,2016,18.500
A,E7000,LCMPY_EG,PC,SE,2017,17.530
A,E7000,LCMPY_EG,PC,SE,2018,19.370
A,E7000,LCMPY_EG,PC,SE,2019,17.540
A,E7000,LCMPY_EG,PC,SE,2020,19.100
A,E7000,LCMPY_EG,PC,SE,2021,19.410
A,E7000,LCMPY_EG,PC,SE,2022,19.040
A,E7000,LCMPY_EG,PC,SE,2023,17.800
A,E7000,LCMPY_EG,PC,SE,2024,
A,E7000,LCMPY_EG,PC,SI,2013,57.100
A,E7000,LCMPY_EG,PC,SI,2014,52.400
A,E7000,LCMPY_EG,PC,SI,2015,51.300
A,E7000,LCMPY_EG,PC,SI,2016,53.900
A,E7000,LCMPY_EG,PC,SI,2017,48.520
A,E7000,LCMPY_EG,PC,SI,2018,51.460
A,E7000,LCMPY_EG,PC,SI,2019,50.250
A,E7000,LCMPY_EG,PC,SI,2020,50.070
A,E7000,LCMPY_EG,PC,SI,2021,50.520
A,E7000,LCMPY_EG,PC,SI,2022,48.840
A,E7000,LCMPY_EG,PC,SI,2023,49.240
A,E7000,LCMPY_EG,PC,SI,2024,
A,E7000,LCMPY_EG,PC,SK,2013,83.760
A,E7000,LCMPY_EG,PC,SK,2014,81.850
A,E7000,LCMPY_EG,PC,SK,2015,73.110
A,E7000,LCMPY_EG,PC,SK,2016,71.260
A,E7000,LCMPY_EG,PC,SK,2017,71.390
A,E7000,LCMPY_EG,PC,SK,2018,70.490
A,E7000,LCMPY_EG,PC,SK,2019,66.060
A,E7000,LCMPY_EG,PC,SK,2020,64.440
A,E7000,LCMPY_EG,PC,SK,2021,63.670
A,E7000,LCMPY_EG,PC,SK,2022,70.380
A,E7000,LCMPY_EG,PC,SK,2023,73.320
A,E7000,LCMPY_EG,PC,SK,2024,
A,E7000,LCMPY_EG,PC,XK,2013,98.790
A,E7000,LCMPY_EG,PC,XK,2014,98.680
A,E7000,LCMPY_EG,PC,XK,2015,97.430
A,E7000,LCMPY_EG,PC,XK,2016,95.980
A,E7000,LCMPY_EG,PC,XK,2017,96.620
A,E7000,LCMPY_EG,PC,XK,2018,94.290
A,E7000,LCMPY_EG,PC,XK,2019,93.600
A,E7000,LCMPY_EG,PC,XK,2020,95.000
A,E7000,LCMPY_EG,PC,XK,2021,95.000
A,E7000,LCMPY_EG,PC,XK,2022,95.000
A,E7000,LCMPY_EG,PC,XK,2023,95.000
A,E7000,LCMPY_EG,PC,XK,2024,
A,E7000,LCMPY_IECAP,PC,BA,2013,42.330
A,E7000,LCMPY_IECAP,PC,BA,2014,42.680
A,E7000,LCMPY_IECAP,PC,BA,2015,41.940
A,E7000,LCMPY_IECAP,PC,BA,2016,38.640
A,E7000,LCMPY_IECAP,PC,BA,2017,38.350
A,E7000,LCMPY_IECAP,PC,BA,2018,37.680
A,E7000,LCMPY_IECAP,PC,BA,2019,37.300
A,E7000,LCMPY_IECAP,PC,BA,2020,37.110
A,E7000,LCMPY_IECAP,PC,BA,2021,37.530
A,E7000,LCMPY_IECAP,PC,BA,2022,37.150
A,E7000,LCMPY_IECAP,PC,BA,2023,36.254
A,E7000,LCMPY_IECAP,PC,BA,2024,
A,E7000,LCMPY_IECAP,PC,BE,2013,52.680
A,E7000,LCMPY_IECAP,PC,BE,2014,46.730
A,E7000,LCMPY_IECAP,PC,BE,2015,45.520
A,E7000,LCMPY_IECAP,PC,BE,2016,40.930
A,E7000,LCMPY_IECAP,PC,BE,2017,41.260
A,E7000,LCMPY_IECAP,PC,BE,2018,42.092
A,E7000,LCMPY_IECAP,PC,BE,2019,39.550
A,E7000,LCMPY_IECAP,PC,BE,2020,38.360
A,E7000,LCMPY_IECAP,PC,BE,2021,37.605
A,E7000,LCMPY_IECAP,PC,BE,2022,38.530
A,E7000,LCMPY_IECAP,PC,BE,2023,35.230
A,E7000,LCMPY_IECAP,PC,BE,2024,
A,E7000,LCMPY_IECAP,PC,BG,2013,23.410
A,E7000,LCMPY_IECAP,PC,BG,2014,23.820
A,E7000,LCMPY_IECAP,PC,BG,2015,24.860
A,E7000,LCMPY_IECAP,PC,BG,2016,25.260
A,E7000,LCMPY_IECAP,PC,BG,2017,24.990
A,E7000,LCMPY_IECAP,PC,BG,2018,23.930
A,E7000,LCMPY_IECAP,PC,BG,2019,24.150
A,E7000,LCMPY_IECAP,PC,BG,2020,24.690
A,E7000,LCMPY_IECAP,PC,BG,2021,24.210
A,E7000,LCMPY_IECAP,PC,BG,2022,20.630
A,E7000,LCMPY_IECAP,PC,BG,2023,18.870
A,E7000,LCMPY_IECAP,PC,BG,2024,
A,E7000,LCMPY_IECAP,PC,CY,2013,89.060
A,E7000,LCMPY_IECAP,PC,CY,2014,88.260
A,E7000,LCMPY_IECAP,PC,CY,2015,87.500
A,E7000,LCMPY_IECAP,PC,CY,2016,87.300
A,E7000,LCMPY_IECAP,PC,CY,2017,86.270
A,E7000,LCMPY_IECAP,PC,CY,2018,86.100
A,E7000,LCMPY_IECAP,PC,CY,2019,85.590
A,E7000,LCMPY_IECAP,PC,CY,2020,83.240
A,E7000,LCMPY_IECAP,PC,CY,2021,80.910
A,E7000,LCMPY_IECAP,PC,CY,2022,78.500
A,E7000,LCMPY_IECAP,PC,CY,2023,76.230
A,E7000,LCMPY_IECAP,PC,CY,2024,
A,E7000,LCMPY_IECAP,PC,CZ,2013,61.800
A,E7000,LCMPY_IECAP,PC,CZ,2014,61.900
A,E7000,LCMPY_IECAP,PC,CZ,2015,61.900
A,E7000,LCMPY_IECAP,PC,CZ,2016,61.700
A,E7000,LCMPY_IECAP,PC,CZ,2017,60.282
A,E7000,LCMPY_IECAP,PC,CZ,2018,60.686
A,E7000,LCMPY_IECAP,PC,CZ,2019,60.549
A,E7000,LCMPY_IECAP,PC,CZ,2020,54.340
A,E7000,LCMPY_IECAP,PC,CZ,2021,53.310
A,E7000,LCMPY_IECAP,PC,CZ,2022,51.990
A,E7000,LCMPY_IECAP,PC,CZ,2023,53.600
A,E7000,LCMPY_IECAP,PC,CZ,2024,
A,E7000,LCMPY_IECAP,PC,DE,2013,29.000
A,E7000,LCMPY_IECAP,PC,DE,2014,29.000
A,E7000,LCMPY_IECAP,PC,DE,2015,27.000
A,E7000,LCMPY_IECAP,PC,DE,2016,27.000
A,E7000,LCMPY_IECAP,PC,DE,2017,25.800
A,E7000,LCMPY_IECAP,PC,DE,2018,25.100
A,E7000,LCMPY_IECAP,PC,DE,2019,22.400
A,E7000,LCMPY_IECAP,PC,DE,2020,22.000
A,E7000,LCMPY_IECAP,PC,DE,2021,21.000
A,E7000,LCMPY_IECAP,PC,DE,2022,18.600
A,E7000,LCMPY_IECAP,PC,DE,2023,18.800
A,E7000,LCMPY_IECAP,PC,DE,2024,
A,E7000,LCMPY_IECAP,PC,DK,2013,46.000
A,E7000,LCMPY_IECAP,PC,DK,2014,38.200
A,E7000,LCMPY_IECAP,PC,DK,2015,37.220
A,E7000,LCMPY_IECAP,PC,DK,2016,36.600
A,E7000,LCMPY_IECAP,PC,DK,2017,36.210
A,E7000,LCMPY_IECAP,PC,DK,2018,32.708
A,E7000,LCMPY_IECAP,PC,DK,2019,32.396
A,E7000,LCMPY_IECAP,PC,DK,2020,31.870
A,E7000,LCMPY_IECAP,PC,DK,2021,29.906
A,E7000,LCMPY_IECAP,PC,DK,2022,27.559
A,E7000,LCMPY_IECAP,PC,DK,2023,27.153
A,E7000,LCMPY_IECAP,PC,DK,2024,
A,E7000,LCMPY_IECAP,PC,EE,2013,77.000
A,E7000,LCMPY_IECAP,PC,EE,2014,75.830
A,E7000,LCMPY_IECAP,PC,EE,2015,71.690
A,E7000,LCMPY_IECAP,PC,EE,2016,70.000
A,E7000,LCMPY_IECAP,PC,EE,2017,72.000
A,E7000,LCMPY_IECAP,PC,EE,2018,74.000
A,E7000,LCMPY_IECAP,PC,EE,2019,76.360
A,E7000,LCMPY_IECAP,PC,EE,2020,54.000
A,E7000,LCMPY_IECAP,PC,EE,2021,67.000
A,E7000,LCMPY_IECAP,PC,EE,2022,67.000
A,E7000,LCMPY_IECAP,PC,EE,2023,60.730
A,E7000,LCMPY_IECAP,PC,EE,2024,
A,E7000,LCMPY_IECAP,PC,EL,2013,60.490
A,E7000,LCMPY_IECAP,PC,EL,2014,60.250
A,E7000,LCMPY_IECAP,PC,EL,2015,60.250
