freq,siec,indic_nrgm,unit,geo\TIME_PERIOD	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,E7000,ECAP_VAR,MW,RO	2207.280 	363.150 	121.190 	201.840 	-184.070 	-685.048 	-3285.940 	-107.032 	-2019.300 	-108.000 	32.560 	: 
A,E7000,ECAP_VAR,MW,RS	0.000 	0.000 	1.800 	58.000 	12.000 	250.000 	186.000 	225.500 	230.000 	6.000 	103.500 	: 
A,E7000,ECAP_VAR,MW,SE	919.000 	1276.000 	378.000 	31.000 	-1127.000 	1319.000 	1601.000 	848.000 	1081.000 	3016.000 	3585.000 	: 
A,E7000,ECAP_VAR,MW,SI	6.000 	549.670 	-90.400 	5.800 	18.000 	122.600 	28.600 	59.600 	151.660 	129.400 	519.580 	: 
A,E7000,ECAP_VAR,MW,SK	-357.000 	2.000 	19.100 	-247.370 	-127.100 	7.520 	-12.710 	0.090 	63.290 	: 	0.000 	: 
A,E7000,ECAP_VAR,MW,TR	6844.000 	5512.000 	3627.000 	5351.000 	2101.430 	2322.050 	2758.000 	4109.613 	3988.980 	4743.920 	4717.730 	: 
A,E7000,ECAP_VAR,MW,XK	3.340 	0.000 	4.900 	24.920 	2.100 	38.400 	33.160 	11.060 	0.000 	0.000 	: 	: 
A,E7000,ERTL,NR,AT	154.000 	149.000 	155.000 	162.000 	171.000 	171.000 	174.000 	171.000 	171.000 	165.000 	161.000 	: 
A,E7000,ERTL,NR,BA	28.000 	27.000 	26.000 	26.000 	26.000 	24.000 	24.000 	20.000 	17.000 	24.000 	29.000 	: 
A,E7000,ERTL,NR,BE	42.000 	37.000 	52.000 	60.000 	60.000 	56.000 	55.000 	58.000 	58.000 	58.000 	70.000 	: 
A,E7000,ERTL,NR,BG	24.000 	29.000 	37.000 	54.000 	57.000 	53.000 	48.000 	50.000 	55.000 	55.000 	54.000 	: 
A,E7000,ERTL,NR,CY	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	3.000 	6.000 	9.000 	: 
A,E7000,ERTL,NR,CZ	382.000 	380.000 	390.000 	389.000 	399.000 	411.000 	409.000 	419.000 	420.000 	74.000 	80.000 	: 
A,E7000,ERTL,NR,DE	1177.000 	1226.000 	1238.000 	1404.000 	1404.000 	1485.000 	1430.000 	1421.000 	1423.000 	1368.000 	1439.000 	: 
A,E7000,ERTL,NR,DK	49.000 	50.000 	49.000 	55.000 	39.000 	38.000 	41.000 	44.000 	46.000 	45.000 	56.000 	: 
A,E7000,ERTL,NR,EE	49.000 	53.000 	46.000 	49.000 	46.000 	45.000 	50.000 	47.000 	61.000 	26.000 	27.000 	: 
A,E7000,ERTL,NR,EL	7.000 	8.000 	8.000 	10.000 	19.000 	25.000 	26.000 	25.000 	25.000 	20.000 	19.000 	: 
A,E7000,ERTL,NR,ES	225.000 	273.000 	267.000 	300.000 	291.000 	323.000 	341.000 	366.000 	397.000 	382.000 	400.000 	: 
A,E7000,ERTL,NR,FI	100.000 	100.000 	100.000 	100.000 	100.000 	92.000 	92.000 	86.000 	81.000 	76.000 	75.000 	: 
A,E7000,ERTL,NR,FR	164.000 	167.000 	171.000 	178.000 	185.000 	172.000 	162.000 	171.000 	177.000 	178.000 	180.000 	: 
A,E7000,ERTL,NR,GE	: 	: 	3.000 	3.000 	3.000 	2.000 	2.000 	2.000 	4.000 	4.000 	4.000 	: 
A,E7000,ERTL,NR,HR	6.000 	7.000 	7.000 	7.000 	9.000 	9.000 	8.000 	8.000 	8.000 	8.000 	7.000 	: 
A,E7000,ERTL,NR,HU	44.000 	51.000 	52.000 	42.000 	42.000 	39.000 	37.000 	38.000 	37.000 	32.000 	38.000 	: 
A,E7000,ERTL,NR,IE	7.000 	7.000 	8.000 	9.000 	12.000 	12.000 	14.000 	14.000 	13.000 	10.000 	10.000 	: 
A,E7000,ERTL,NR,IT	472.000 	534.000 	579.000 	627.000 	638.000 	705.000 	775.000 	753.000 	800.000 	757.000 	682.000 	: 
A,E7000,ERTL,NR,LT	24.000 	23.000 	17.000 	21.000 	22.000 	21.000 	22.000 	24.000 	17.000 	26.000 	28.000 	: 
A,E7000,ERTL,NR,LU	9.000 	10.000 	10.000 	10.000 	10.000 	10.000 	10.000 	9.000 	10.000 	9.000 	10.000 	: 
A,E7000,ERTL,NR,LV	8.000 	12.000 	17.000 	21.000 	26.000 	25.000 	22.000 	20.000 	22.000 	21.000 	17.000 	: 
A,E7000,ERTL,NR,MD	4.000 	4.000 	4.000 	4.000 	4.000 	6.000 	7.000 	7.000 	9.000 	5.000 	4.000 	: 
A,E7000,ERTL,NR,ME	2.000 	2.000 	2.000 	5.000 	5.000 	5.000 	6.000 	6.000 	6.000 	6.000 	6.000 	: 
A,E7000,ERTL,NR,MK	5.000 	6.000 	7.000 	9.000 	13.000 	12.000 	13.000 	17.000 	18.000 	21.000 	21.000 	24.000 
A,E7000,ERTL,NR,MT	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	: 
A,E7000,ERTL,NR,NL	45.000 	46.000 	51.000 	53.000 	48.000 	48.000 	52.000 	53.000 	52.000 	50.000 	55.000 	: 
A,E7000,ERTL,NR,NO	195.000 	197.000 	191.000 	191.000 	197.000 	188.000 	191.000 	189.000 	232.000 	220.000 	210.000 	: 
A,E7000,ERTL,NR,PL	145.000 	140.000 	134.000 	134.000 	190.000 	185.000 	208.000 	118.000 	120.000 	123.000 	179.000 	: 
A,E7000,ERTL,NR,PT	13.000 	14.000 	19.000 	25.000 	27.000 	29.000 	32.000 	34.000 	36.000 	35.000 	35.000 	: 
A,E7000,ERTL,NR,RO	60.000 	86.000 	95.000 	105.000 	105.000 	96.000 	91.000 	88.000 	92.000 	94.000 	93.000 	: 
A,E7000,ERTL,NR,RS	2.000 	7.000 	8.000 	14.000 	19.000 	18.000 	13.000 	11.000 	11.000 	4.000 	3.000 	: 
A,E7000,ERTL,NR,SE	155.000 	160.000 	172.000 	179.000 	171.000 	166.000 	184.000 	193.000 	210.000 	219.000 	267.000 	: 
A,E7000,ERTL,NR,SI	14.000 	13.000 	18.000 	20.000 	21.000 	23.000 	22.000 	22.000 	23.000 	17.000 	17.000 	: 
A,E7000,ERTL,NR,SK	60.000 	66.000 	72.000 	74.000 	71.000 	73.000 	68.000 	66.000 	66.000 	72.000 	76.000 	: 
A,E7000,ERTL,NR,TR	774.000 	260.000 	255.000 	213.000 	216.000 	216.000 	214.000 	217.000 	233.000 	297.000 	335.000 	: 
A,E7000,ERTL,NR,XK	1.000 	1.000 	1.000 	3.000 	3.000 	3.000 	3.000 	3.000 	3.000 	3.000 	3.000 	: 
A,E7000,ERTL_EC5,PC,AT	79.000 	80.000 	82.000 	77.000 	76.000 	76.000 	76.000 	77.000 	77.000 	77.000 	77.000 	: 
A,E7000,ERTL_EC5,PC,BA	97.980 	97.710 	96.140 	95.210 	95.010 	95.160 	94.470 	95.980 	95.390 	97.290 	97.492 	: 
A,E7000,ERTL_EC5,PC,BE	80.200 	73.900 	71.500 	74.000 	65.500 	72.000 	73.000 	76.100 	73.900 	77.100 	76.000 	: 
A,E7000,ERTL_EC5,PC,BG	74.390 	81.140 	71.960 	64.840 	69.640 	66.870 	67.190 	67.830 	68.560 	64.200 	68.150 	: 
A,E7000,ERTL_EC5,PC,CY	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	98.520 	97.550 	93.040 	: 
A,E7000,ERTL_EC5,PC,CZ	70.230 	67.840 	67.470 	66.120 	62.420 	60.090 	59.100 	64.580 	64.810 	75.850 	78.240 	: 
A,E7000,ERTL_EC5,PC,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	: 
A,E7000,ERTL_EC5,PC,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	: 
A,E7000,ERTL_EC5,PC,EE	73.900 	78.400 	70.340 	68.430 	71.700 	76.100 	84.000 	66.000 	70.380 	83.370 	82.662 	: 
A,E7000,ERTL_EC5,PC,EL	98.230 	97.640 	85.550 	88.000 	85.600 	78.730 	82.940 	83.460 	85.720 	85.630 	85.400 	: 
A,E7000,ERTL_EC5,PC,ES	80.900 	78.300 	78.530 	78.670 	78.130 	70.000 	70.000 	63.640 	71.520 	70.020 	62.513 	: 
A,E7000,ERTL_EC5,PC,FI	: 	: 	: 	63.370 	58.580 	57.730 	65.760 	54.290 	73.660 	79.880 	80.110 	: 
A,E7000,ERTL_EC5,PC,FR	85.600 	87.200 	86.700 	91.720 	94.980 	92.990 	92.720 	74.000 	74.280 	74.690 	68.210 	: 
A,E7000,ERTL_EC5,PC,GE	: 	: 	95.930 	96.180 	100.000 	100.000 	99.980 	100.000 	100.000 	100.000 	100.000 	: 
A,E7000,ERTL_EC5,PC,HR	96.000 	93.920 	92.290 	85.990 	88.960 	88.080 	95.730 	93.640 	92.400 	94.460 	93.290 	: 
A,E7000,ERTL_EC5,PC,HU	76.240 	73.220 	70.360 	75.940 	76.130 	71.190 	76.673 	74.750 	71.037 	71.790 	74.572 	: 
A,E7000,ERTL_EC5,PC,IE	95.000 	94.940 	95.310 	89.850 	90.030 	88.076 	89.450 	87.270 	93.800 	97.400 	83.430 	: 
A,E7000,ERTL_EC5,PC,IT	42.000 	42.000 	41.000 	40.000 	43.000 	43.000 	46.000 	53.000 	51.000 	53.000 	58.000 	: 
A,E7000,ERTL_EC5,PC,LT	81.600 	88.800 	91.700 	88.900 	93.200 	95.700 	93.700 	92.200 	90.600 	92.200 	86.100 	: 
A,E7000,ERTL_EC5,PC,LU	93.320 	92.720 	92.550 	91.950 	91.440 	91.200 	91.230 	90.760 	90.190 	95.850 	91.510 	: 
A,E7000,ERTL_EC5,PC,LV	96.100 	98.650 	91.150 	90.190 	82.420 	81.860 	80.700 	84.440 	87.500 	86.300 	83.500 	: 
A,E7000,ERTL_EC5,PC,MD	96.900 	97.700 	97.500 	98.200 	97.500 	96.700 	92.800 	97.650 	99.000 	99.000 	99.700 	: 
A,E7000,ERTL_EC5,PC,ME	90.880 	100.000 	100.000 	96.050 	79.900 	80.080 	81.420 	79.720 	80.940 	100.000 	100.000 	: 
A,E7000,ERTL_EC5,PC,MK	99.500 	95.700 	86.200 	84.690 	91.580 	93.340 	92.370 	88.650 	84.538 	85.000 	93.300 	90.200 
A,E7000,ERTL_EC5,PC,MT	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	: 
A,E7000,ERTL_EC5,PC,NL	76.000 	70.000 	72.000 	73.000 	71.000 	68.000 	78.000 	81.000 	79.000 	79.000 	78.000 	: 
A,E7000,ERTL_EC5,PC,PL	78.160 	78.930 	85.060 	78.390 	78.330 	77.040 	76.320 	76.874 	69.960 	74.310 	70.380 	: 
A,E7000,ERTL_EC5,PC,PT	91.000 	87.470 	89.410 	88.300 	87.200 	84.900 	83.960 	82.800 	82.150 	82.620 	80.570 	: 
A,E7000,ERTL_EC5,PC,RO	64.960 	62.260 	61.180 	60.740 	62.980 	54.990 	61.500 	67.765 	67.040 	62.990 	61.930 	: 
A,E7000,ERTL_EC5,PC,RS	99.400 	98.700 	97.000 	95.100 	94.470 	98.300 	97.900 	96.900 	96.900 	96.920 	99.920 	: 
A,E7000,ERTL_EC5,PC,SE	57.710 	60.210 	57.320 	54.000 	54.090 	58.000 	45.880 	49.570 	55.270 	56.250 	46.130 	: 
A,E7000,ERTL_EC5,PC,SI	76.400 	75.200 	93.900 	94.100 	89.800 	93.100 	92.300 	83.200 	78.600 	81.600 	89.800 	: 
A,E7000,ERTL_EC5,PC,SK	82.100 	83.340 	70.080 	75.010 	75.960 	75.480 	78.630 	82.370 	76.730 	79.610 	76.180 	: 
A,E7000,ERTL_EC5,PC,TR	27.300 	21.900 	33.360 	32.360 	46.350 	50.010 	43.690 	31.340 	25.110 	31.340 	43.280 	: 
A,E7000,ERTL_EC5,PC,XK	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	: 
A,E7000,ERTL_LG,PC,BA	39.940 	40.780 	40.960 	40.170 	46.440 	39.980 	43.870 	48.390 	46.870 	46.760 	49.581 	: 
A,E7000,ERTL_LG,PC,BE	31.000 	29.600 	26.900 	44.100 	42.500 	43.300 	42.200 	45.000 	46.100 	47.200 	47.000 	: 
A,E7000,ERTL_LG,PC,BG	30.730 	26.210 	37.750 	20.740 	18.190 	18.130 	18.470 	18.990 	16.210 	15.600 	16.240 	: 
A,E7000,ERTL_LG,PC,CY	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	98.520 	97.550 	93.040 	: 
A,E7000,ERTL_LG,PC,CZ	41.330 	39.600 	38.840 	36.470 	32.640 	31.660 	30.050 	31.550 	34.460 	39.780 	42.270 	: 
A,E7000,ERTL_LG,PC,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	: 
A,E7000,ERTL_LG,PC,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	: 
A,E7000,ERTL_LG,PC,EE	73.900 	60.830 	55.120 	56.530 	40.900 	42.000 	35.000 	47.000 	45.150 	45.200 	44.294 	: 
A,E7000,ERTL_LG,PC,EL	98.230 	97.640 	85.550 	88.000 	85.600 	78.730 	71.130 	63.200 	58.570 	57.480 	54.930 	: 
A,E7000,ERTL_LG,PC,ES	37.000 	34.880 	35.130 	35.040 	35.420 	32.000 	32.000 	30.510 	31.500 	29.620 	28.805 	: 
A,E7000,ERTL_LG,PC,FI	: 	: 	: 	19.790 	20.070 	24.410 	21.820 	23.690 	22.170 	20.650 	20.080 	: 
A,E7000,ERTL_LG,PC,FR	79.000 	81.100 	79.700 	82.300 	78.710 	74.780 	71.120 	56.480 	53.670 	54.580 	51.370 	: 
A,E7000,ERTL_LG,PC,GE	: 	: 	62.160 	59.790 	63.420 	65.760 	61.540 	63.000 	34.500 	33.600 	34.100 	: 
A,E7000,ERTL_LG,PC,HR	50.000 	44.270 	45.560 	46.140 	45.300 	50.050 	52.320 	51.180 	48.010 	52.300 	51.230 	: 
A,E7000,ERTL_LG,PC,HU	33.240 	18.830 	17.150 	30.430 	29.810 	15.370 	15.202 	21.432 	29.640 	40.893 	41.802 	: 
A,E7000,ERTL_LG,PC,IE	44.000 	45.490 	46.940 	44.030 	42.080 	38.062 	37.882 	37.170 	50.410 	53.620 	44.240 	: 
A,E7000,ERTL_LG,PC,IT	35.000 	34.000 	34.000 	35.000 	38.000 	38.000 	36.000 	36.000 	35.000 	36.000 	34.000 	: 
A,E7000,ERTL_LG,PC,LT	35.200 	35.600 	35.700 	33.800 	33.700 	36.900 	47.200 	55.600 	60.800 	56.800 	48.100 	: 
A,E7000,ERTL_LG,PC,LU	56.750 	54.550 	54.890 	53.970 	53.000 	55.730 	56.070 	56.910 	57.150 	57.180 	56.840 	: 
A,E7000,ERTL_LG,PC,LV	80.400 	78.570 	74.890 	72.410 	67.770 	60.800 	58.560 	58.260 	54.700 	48.500 	50.500 	: 
A,E7000,ERTL_LG,PC,MD	71.800 	72.200 	72.400 	73.200 	72.500 	71.600 	67.700 	65.800 	65.400 	73.000 	73.500 	: 
A,E7000,ERTL_LG,PC,ME	79.900 	75.650 	77.640 	96.050 	79.900 	80.080 	81.420 	79.720 	80.940 	100.000 	100.000 	: 
A,E7000,ERTL_LG,PC,MK	74.100 	86.200 	58.760 	58.830 	64.390 	69.990 	58.500 	55.013 	53.727 	43.500 	29.800 	36.500 
A,E7000,ERTL_LG,PC,MT	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	: 
A,E7000,ERTL_LG,PC,PL	29.300 	30.460 	31.230 	32.670 	29.560 	28.850 	30.300 	29.808 	24.990 	22.720 	23.730 	: 
A,E7000,ERTL_LG,PC,PT	32.000 	35.760 	38.470 	40.900 	40.500 	39.100 	39.130 	38.430 	39.450 	39.370 	37.070 	: 
A,E7000,ERTL_LG,PC,RO	22.130 	20.800 	21.840 	22.560 	21.260 	21.190 	19.670 	19.245 	18.420 	17.960 	16.770 	: 
A,E7000,ERTL_LG,PC,RS	99.400 	98.700 	97.000 	95.100 	94.470 	98.300 	97.900 	96.900 	96.900 	96.920 	99.920 	: 
A,E7000,ERTL_LG,PC,SE	19.210 	19.880 	17.840 	16.540 	15.580 	15.890 	14.340 	15.340 	15.310 	14.770 	12.630 	: 
A,E7000,ERTL_LG,PC,SI	25.700 	23.000 	21.600 	23.200 	20.100 	18.700 	18.000 	20.900 	20.700 	20.700 	21.600 	: 
A,E7000,ERTL_LG,PC,SK	35.710 	37.920 	37.260 	35.960 	34.650 	29.190 	35.110 	33.870 	31.150 	30.990 	35.720 	: 
A,E7000,ERTL_LG,PC,XK	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	: 
A,E7000,ERTL_SELL_EC5,NR,AT	7.000 	7.000 	7.000 	6.000 	6.000 	7.000 	7.000 	7.000 	7.000 	7.000 	7.000 	: 
A,E7000,ERTL_SELL_EC5,NR,BA	4.000 	4.000 	4.000 	4.000 	4.000 	4.000 	3.000 	3.000 	3.000 	3.000 	3.000 	: 
A,E7000,ERTL_SELL_EC5,NR,BE	5.000 	4.000 	4.000 	4.000 	3.000 	4.000 	4.000 	4.000 	4.000 	4.000 	4.000 	: 
A,E7000,ERTL_SELL_EC5,NR,BG	3.000 	5.000 	3.000 	5.000 	6.000 	5.000 	5.000 	5.000 	6.000 	6.000 	6.000 	: 
A,E7000,ERTL_SELL_EC5,NR,CY	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	: 
A,E7000,ERTL_SELL_EC5,NR,CZ	3.000 	3.000 	3.000 	3.000 	3.000 	3.000 	3.000 	4.000 	4.000 	5.000 	5.000 	: 
A,E7000,ERTL_SELL_EC5,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	: 
A,E7000,ERTL_SELL_EC5,NR,DK	6.000 	6.000 	6.000 	7.000 	6.000 	5.000 	5.000 	5.000 	5.000 	5.000 	0.000 	: 
A,E7000,ERTL_SELL_EC5,NR,EE	1.000 	2.000 	2.000 	2.000 	6.000 	5.000 	5.000 	3.000 	4.000 	3.000 	3.000 	: 
A,E7000,ERTL_SELL_EC5,NR,EL	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	3.000 	4.000 	5.000 	5.000 	5.000 	: 
A,E7000,ERTL_SELL_EC5,NR,ES	4.000 	3.000 	4.000 	4.000 	4.000 	4.000 	4.000 	3.000 	4.000 	4.000 	3.000 	: 
A,E7000,ERTL_SELL_EC5,NR,FI	3.000 	3.000 	4.000 	5.000 	4.000 	4.000 	6.000 	4.000 	6.000 	7.000 	7.000 	: 
A,E7000,ERTL_SELL_EC5,NR,FR	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	3.000 	3.000 	3.000 	3.000 	3.000 	: 
A,E7000,ERTL_SELL_EC5,NR,GE	: 	: 	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	4.000 	4.000 	4.000 	: 
A,E7000,ERTL_SELL_EC5,NR,HR	2.000 	3.000 	3.000 	2.000 	3.000 	2.000 	2.000 	3.000 	3.000 	2.000 	2.000 	: 
A,E7000,ERTL_SELL_EC5,NR,HU	5.000 	6.000 	6.000 	5.000 	4.000 	6.000 	7.000 	6.000 	5.000 	4.000 	5.000 	: 
A,E7000,ERTL_SELL_EC5,NR,IE	4.000 	4.000 	4.000 	4.000 	4.000 	4.000 	4.000 	4.000 	5.000 	5.000 	4.000 	: 
A,E7000,ERTL_SELL_EC5,NR,IT	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	3.000 	4.000 	4.000 	4.000 	5.000 	: 
A,E7000,ERTL_SELL_EC5,NR,LT	6.000 	6.000 	6.000 	6.000 	6.000 	7.000 	6.000 	5.000 	3.000 	3.000 	3.000 	: 
A,E7000,ERTL_SELL_EC5,NR,LU	3.000 	3.000 	3.000 	3.000 	3.000 	3.000 	3.000 	3.000 	3.000 	4.000 	3.000 	: 
A,E7000,ERTL_SELL_EC5,NR,LV	2.000 	3.000 	2.000 	2.000 	2.000 	3.000 	3.000 	4.000 	5.000 	4.000 	4.000 	: 
A,E7000,ERTL_SELL_EC5,NR,MD	3.000 	3.000 	2.000 	2.000 	2.000 	2.000 	2.000 	3.000 	3.000 	2.000 	2.000 	: 
A,E7000,ERTL_SELL_EC5,NR,ME	2.000 	2.000 	2.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	: 
A,E7000,ERTL_SELL_EC5,NR,MK	3.000 	2.000 	3.000 	3.000 	3.000 	3.000 	3.000 	4.000 	4.000 	4.000 	4.000 	4.000 
A,E7000,ERTL_SELL_EC5,NR,MT	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	: 
A,E7000,ERTL_SELL_EC5,NR,NL	4.000 	3.000 	4.000 	4.000 	4.000 	4.000 	6.000 	6.000 	6.000 	6.000 	6.000 	: 
A,E7000,ERTL_SELL_EC5,NR,NO	6.000 	6.000 	6.000 	6.000 	5.000 	6.000 	6.000 	5.000 	5.000 	6.000 	6.000 	: 
A,E7000,ERTL_SELL_EC5,NR,PL	6.000 	6.000 	5.000 	4.000 	4.000 	4.000 	4.000 	4.000 	4.000 	5.000 	4.000 	: 
A,E7000,ERTL_SELL_EC5,NR,PT	4.000 	4.000 	5.000 	5.000 	5.000 	5.000 	5.000 	5.000 	5.000 	5.000 	5.000 	: 
A,E7000,ERTL_SELL_EC5,NR,RO	5.000 	5.000 	5.000 	5.000 	5.000 	4.000 	5.000 	6.000 	6.000 	6.000 	6.000 	: 
A,E7000,ERTL_SELL_EC5,NR,RS	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	: 
A,E7000,ERTL_SELL_EC5,NR,SE	7.000 	7.000 	7.000 	7.000 	7.000 	7.000 	5.000 	6.000 	6.000 	6.000 	4.000 	: 
A,E7000,ERTL_SELL_EC5,NR,SI	8.000 	9.000 	8.000 	8.000 	8.000 	9.000 	9.000 	7.000 	6.000 	6.000 	7.000 	: 
A,E7000,ERTL_SELL_EC5,NR,SK	4.000 	4.000 	3.000 	5.000 	5.000 	5.000 	5.000 	6.000 	5.000 	5.000 	4.000 	: 
A,E7000,ERTL_SELL_EC5,NR,TR	4.000 	3.000 	5.000 	5.000 	7.000 	7.000 	7.000 	5.000 	4.000 	5.000 	7.000 	: 
A,E7000,ERTL_SELL_EC5,NR,XK	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	: 
A,E7000,LCMPY_EG,PC,BA	45.840 	49.420 	47.960 	43.880 	46.260 	40.540 	37.540 	40.530 	39.150 	38.900 	35.304 	: 
A,E7000,LCMPY_EG,PC,BE	64.900 	59.770 	48.480 	62.550 	60.660 	51.510 	55.200 	53.020 	56.430 	51.830 	48.480 	: 
A,E7000,LCMPY_EG,PC,BG	36.800 	35.000 	32.490 	36.970 	35.590 	35.820 	39.020 	42.460 	36.130 	33.990 	41.600 	: 
A,E7000,LCMPY_EG,PC,CY	92.900 	93.640 	92.430 	92.680 	92.780 	92.260 	91.950 	89.920 	88.030 	87.530 	84.860 	: 
A,E7000,LCMPY_EG,PC,CZ	67.500 	67.700 	67.700 	68.400 	67.131 	68.400 	69.000 	67.130 	62.550 	59.570 	64.340 	: 
A,E7000,LCMPY_EG,PC,DE	32.000 	32.000 	32.000 	33.500 	32.200 	30.200 	26.000 	25.300 	26.100 	26.400 	22.500 	: 
A,E7000,LCMPY_EG,PC,DK	41.000 	36.600 	33.030 	35.210 	33.270 	32.750 	28.096 	27.003 	31.115 	27.054 	22.679 	: 
A,E7000,LCMPY_EG,PC,EE	87.000 	84.830 	79.760 	80.840 	82.500 	80.000 	67.400 	52.000 	64.000 	69.000 	54.570 	: 
A,E7000,LCMPY_EG,PC,EL	67.450 	71.540 	70.720 	72.000 	58.650 	58.180 	49.370 	40.830 	44.740 	38.600 	33.270 	: 
A,E7000,LCMPY_EG,PC,ES	22.040 	23.820 	24.510 	25.440 	22.500 	22.370 	22.380 	19.840 	24.200 	18.600 	23.100 	: 
A,E7000,LCMPY_EG,PC,FI	24.440 	22.910 	21.560 	21.670 	21.010 	20.860 	22.330 	22.690 	20.830 	23.650 	31.520 	: 
A,E7000,LCMPY_EG,PC,FR	83.800 	86.800 	85.700 	82.500 	79.900 	82.140 	79.780 	77.780 	78.990 	72.480 	73.940 	: 
A,E7000,LCMPY_EG,PC,GE	: 	: 	30.590 	30.670 	31.200 	33.100 	28.180 	24.500 	28.100 	26.600 	25.000 	: 
A,E7000,LCMPY_EG,PC,HR	84.000 	80.290 	77.750 	80.740 	86.120 	82.700 	77.810 	75.710 	75.510 	73.630 	78.430 	: 
A,E7000,LCMPY_EG,PC,HU	52.890 	53.950 	53.090 	52.900 	51.280 	55.151 	56.317 	55.299 	63.000 	63.100 	63.460 	: 
A,E7000,LCMPY_EG,PC,IE	54.000 	51.000 	55.000 	47.000 	43.000 	44.000 	28.000 	31.000 	41.000 	38.000 	31.000 	: 
A,E7000,LCMPY_EG,PC,IT	27.000 	29.000 	27.000 	24.000 	19.000 	19.000 	16.000 	16.000 	17.000 	18.000 	17.000 	: 
A,E7000,LCMPY_EG,PC,LT	24.380 	20.570 	22.700 	14.250 	14.200 	15.500 	15.540 	22.900 	16.910 	11.980 	9.150 	: 
A,E7000,LCMPY_EG,PC,LU	58.350 	61.330 	43.800 	17.970 	17.840 	14.430 	18.650 	17.900 	19.750 	19.770 	18.390 	: 
A,E7000,LCMPY_EG,PC,LV	79.800 	54.800 	57.420 	58.550 	47.050 	63.390 	66.610 	57.070 	62.010 	55.690 	66.480 	: 
A,E7000,LCMPY_EG,PC,MD	79.420 	76.270 	79.080 	80.480 	79.790 	77.750 	72.900 	70.600 	69.070 	76.000 	77.400 	: 
A,E7000,LCMPY_EG,PC,ME	99.360 	99.210 	98.590 	97.670 	95.960 	92.950 	91.270 	87.340 	86.440 	84.340 	86.350 	: 
A,E7000,LCMPY_EG,PC,MK	90.000 	91.400 	89.800 	81.300 	78.030 	82.379 	75.710 	71.050 	61.950 	69.587 	63.406 	59.831 
A,E7000,LCMPY_EG,PC,MT	100.000 	100.000 	100.000 	100.000 	: 	: 	: 	: 	: 	: 	: 	: 
A,E7000,LCMPY_EG,PC,PL	17.340 	17.930 	17.430 	15.950 	17.650 	17.130 	18.350 	17.370 	16.860 	14.850 	12.990 	: 
A,E7000,LCMPY_EG,PC,PT	43.900 	46.500 	42.500 	47.000 	39.500 	43.300 	37.730 	39.140 	26.430 	23.450 	23.240 	: 
A,E7000,LCMPY_EG,PC,RO	26.800 	29.900 	25.690 	28.480 	23.100 	27.860 	26.660 	27.750 	29.610 	25.380 	25.656 	: 
A,E7000,LCMPY_EG,PC,RS	53.500 	50.800 	99.240 	98.900 	98.550 	97.920 	96.120 	97.400 	95.030 	94.020 	92.110 	: 
A,E7000,LCMPY_EG,PC,SE	18.970 	17.930 	19.790 	18.500 	17.530 	19.370 	17.540 	19.100 	19.410 	19.040 	17.800 	: 
A,E7000,LCMPY_EG,PC,SI	57.100 	52.400 	51.300 	53.900 	48.520 	51.460 	50.250 	50.070 	50.520 	48.840 	49.240 	: 
A,E7000,LCMPY_EG,PC,SK	83.760 	81.850 	73.110 	71.260 	71.390 	70.490 	66.060 	64.440 	63.670 	70.380 	73.320 	: 
